Year,Annee,ISO,Jurisdiction,Juridiction,Management,Amenagement,Harvesting-method,Methode-de-recolte,Tenure-En,Tenure-Fr,Area,Superficie
2017,2017,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2017,2017,MB,Manitoba,Manitoba,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2017,2017,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,9643,9643
2017,2017,MB,Manitoba,Manitoba,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,0,0
2017,2017,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Other,Autres,Provincial land,Terres provinciales,0,0
2017,2017,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2017,2017,MB,Manitoba,Manitoba,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,0
2017,2017,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,0
2017,2017,MB,Manitoba,Manitoba,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,79,79
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Other,Autres,Federal land,Terres federales,9,9
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,78,78
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc- 1-etape et 2-etape,Private land,Terres privees,23620,23620
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,5118,5118
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Other,Autres,Private land,Terres privees,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,3290,3290
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,3531,3531
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,37720,37720
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,2020,2020
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Other,Autres,Provincial land,Terres provinciales,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,241,241
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,3325,3325
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,1447,1447
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc- 1-etape et 2-etape,Private land,Terres privees,4216,4216
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Amenagement equienne,Other,Autres,Private land,Terres privees,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,3370,3370
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Amenagement equienne,Other,Autres,Provincial land,Terres provinciales,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc- 1-etape et 2-etape,Private land,Terres privees,14034,14034
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,1177,1177
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Other,Autres,Private land,Terres privees,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,208,208
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,2657,2657
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,17,17
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,6171,6171
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,808,808
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Other,Autres,Provincial land,Terres provinciales,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,357,357
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,983,983
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,1573,1573
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc- 1-etape et 2-etape,Private land,Terres privees,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Other,Autres,Private land,Terres privees,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Other,Autres,Provincial land,Terres provinciales,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,70,70
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,390,390
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2017,2017,NU,Nunavut,Nunavut,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2017,2017,NU,Nunavut,Nunavut,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2017,2017,NU,Nunavut,Nunavut,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2017,2017,NU,Nunavut,Nunavut,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2017,2017,NU,Nunavut,Nunavut,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2017,2017,NU,Nunavut,Nunavut,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2017,2017,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2017,2017,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2017,2017,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2017,2017,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2017,2017,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2017,2017,ON,Ontario,Ontario,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2017,2017,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc- 1-etape et 2-etape,Private land,Terres privees,0,0
2017,2017,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2017,2017,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Other,Autres,Private land,Terres privees,0,0
2017,2017,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2017,2017,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2017,2017,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2017,2017,ON,Ontario,Ontario,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2017,2017,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,118858.41,118858.41
2017,2017,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,665.84,665.84
2017,2017,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Other,Autres,Provincial land,Terres provinciales,0,0
2017,2017,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,1213.04,1213.04
2017,2017,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,6187.7,6187.7
2017,2017,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,10501.85,10501.85
2017,2017,ON,Ontario,Ontario,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc- 1-etape et 2-etape,Private land,Terres privees,2699,2699
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,1,1
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Other,Autres,Private land,Terres privees,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,64,64
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,13,13
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Other,Autres,Provincial land,Terres provinciales,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2017,2017,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2017,2017,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2017,2017,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2017,2017,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2017,2017,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2017,2017,QC,Quebec,Quebec,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2017,2017,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc- 1-etape et 2-etape,Private land,Terres privees,3183,3183
2017,2017,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,6971,6971
2017,2017,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Other,Autres,Private land,Terres privees,0,0
2017,2017,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,77,77
2017,2017,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,1335,1335
2017,2017,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,442,442
2017,2017,QC,Quebec,Quebec,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2017,2017,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,151406,151406
2017,2017,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,3275,3275
2017,2017,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Other,Autres,Provincial land,Terres provinciales,10332,10332
2017,2017,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,2921,2921
2017,2017,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,2937,2937
2017,2017,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,30506,30506
2017,2017,QC,Quebec,Quebec,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc- 1-etape et 2-etape,Private land,Terres privees,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Other,Autres,Private land,Terres privees,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,19567,19567
2017,2017,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Other,Autres,Provincial land,Terres provinciales,679,679
2017,2017,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2017,2017,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2017,2017,YT,Yukon,Yukon,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2017,2017,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2017,2017,YT,Yukon,Yukon,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
